Conditioner_Inlet_Temp,Conditioner_Outlet_Temp,Coal_Feeder_Rate,Primary_Air_Flow,Primary_Air_Split,System_Secondary_Air_Flow_Total,Secondary_Air_Flow,Secondary_Air_Split,Tertiary_Air_Split,Total_Comb_Air_Flow,Supp_Fuel_Flow,Main_Flm_Int
0.654998,0.390349,0.929757,0.695474,0.980228,0.814941,0.694532,0.0153982,0.0530498,0.719888,0.00332887,0.806719
0.652929,0.382035,0.917208,0.698892,0.980305,0.823481,0.700704,0.015422,0.0523534,0.723827,0.00332887,0.794427
0.656588,0.382035,0.916149,0.705977,0.980483,0.840507,0.713011,0.0154618,0.0508312,0.731848,0.00332887,0.778273
0.655979,0.382035,0.921768,0.706742,0.980545,0.842051,0.714127,0.0154729,0.0503139,0.732396,0.00332887,0.763536
0.648054,0.386185,0.925845,0.705693,0.980272,0.85282,0.721911,0.0156797,0.0509904,0.733019,0.00332887,0.822574
0.653659,0.391272,0.920306,0.708632,0.980488,0.84812,0.718514,0.0154857,0.0506422,0.735285,0.00332887,0.790967
0.650374,0.389888,0.916884,0.70524,0.980479,0.832343,0.70711,0.0153234,0.0517266,0.730907,0.00332887,0.790369
0.651104,0.389427,0.924865,0.702249,0.98037,0.83378,0.708148,0.0154841,0.0514978,0.727767,0.00332887,0.778377
0.654268,0.385263,0.917698,0.701209,0.980206,0.840735,0.713176,0.0156416,0.0516868,0.727592,0.00332887,0.775424
0.656344,0.390811,0.917208,0.706257,0.980444,0.841058,0.713409,0.0154475,0.0511993,0.732494,0.00332887,0.777154
0.660725,0.382035,0.922747,0.703534,0.98023,0.846509,0.717349,0.0156479,0.0514779,0.730481,0.00332887,0.778676
0.661941,0.381574,0.92063,0.709632,0.980545,0.847503,0.718068,0.0154348,0.0505427,0.736182,0.00332887,0.810582
0.649765,0.383418,0.916797,0.698853,0.980265,0.826421,0.70283,0.0154761,0.0523037,0.724068,0.00332887,0.776439
0.654511,0.383418,0.915904,0.702415,0.980492,0.826233,0.702694,0.0153473,0.0514779,0.727099,0.00332887,0.736716
0.656223,0.388043,0.91264,0.700015,0.980369,0.827066,0.703296,0.0154586,0.0516669,0.724845,0.00332887,0.760492
0.653537,0.381099,0.921689,0.699611,0.980335,0.825508,0.70217,0.0154364,0.052035,0.724549,0.00332887,0.809164
0.659995,0.381574,0.917856,0.699531,0.980348,0.82528,0.702005,0.0154395,0.0519455,0.724363,0.00332887,0.808852
0.666436,0.379716,0.916797,0.705221,0.980352,0.845865,0.716883,0.0155795,0.0510302,0.731805,0.00332887,0.721368
0.662793,0.38388,0.913865,0.699121,0.980372,0.822595,0.700064,0.0154093,0.0519554,0.723652,0.00332887,0.763536
0.658964,0.388043,0.914355,0.700381,0.980333,0.827603,0.703684,0.0154395,0.052045,0.725589,0.00332887,0.765981
0.667839,0.391272,0.919974,0.701733,0.980276,0.838144,0.711303,0.0155779,0.0515873,0.727778,0.00332887,0.786805
0.661155,0.388043,0.911582,0.705769,0.980479,0.840373,0.712914,0.0154682,0.0508213,0.731608,0.00332887,0.792697
0.664683,0.396819,0.911582,0.702774,0.980253,0.844334,0.715777,0.0156495,0.0513088,0.72931,0.00332887,0.790369
0.66298,0.390811,0.906121,0.701185,0.980297,0.839406,0.712215,0.0156416,0.0510401,0.726902,0.00332887,0.765266
0.659573,0.392194,0.906856,0.70127,0.980413,0.830678,0.705907,0.0154825,0.0511993,0.726169,0.00332887,0.802348
0.657626,0.388043,0.933257,0.712159,0.980779,0.837096,0.710546,0.0151468,0.050682,0.737791,0.00332887,0.774007
0.659208,0.385263,0.921689,0.711763,0.98069,0.843219,0.714971,0.0152725,0.0505327,0.737922,0.00332887,0.790369
0.659329,0.390349,0.921689,0.714475,0.980788,0.848966,0.719125,0.015282,0.0497667,0.740745,0.00332887,0.790369
0.656531,0.389427,0.91965,0.705554,0.980392,0.845301,0.716476,0.0155604,0.0508511,0.731947,0.00332887,0.838325
0.64678,0.390811,0.918188,0.70918,0.980592,0.841675,0.713855,0.0153489,0.0507616,0.735252,0.00332887,0.748799
0.646172,0.392655,0.922747,0.706692,0.980616,0.82861,0.704412,0.0152057,0.0514779,0.731816,0.00332887,0.749111
0.663101,0.387121,0.915414,0.703349,0.980558,0.823078,0.700413,0.0152486,0.0516371,0.727854,0.00332887,0.808553
0.669542,0.389888,0.915817,0.704366,0.980577,0.829308,0.704917,0.0153345,0.0509506,0.729047,0.00332887,0.809372
0.669664,0.385263,0.927552,0.704728,0.980535,0.827979,0.703956,0.0152741,0.0516271,0.729824,0.00332887,0.751036
0.674036,0.392655,0.907425,0.706055,0.980729,0.823508,0.700724,0.0151627,0.0509406,0.730163,0.00332887,0.776439
0.671003,0.388043,0.896915,0.697024,0.980705,0.791953,0.677916,0.0149512,0.052423,0.718498,0.00332887,0.775424
0.671725,0.396358,0.884524,0.680549,0.980519,0.746487,0.645053,0.0147778,0.0548506,0.69822,0.00332887,0.819114
0.670638,0.399586,0.884856,0.673659,0.980412,0.725647,0.62999,0.0146537,0.0563828,0.689914,0.00332887,0.808852
0.664805,0.394974,0.878582,0.671154,0.980448,0.718611,0.624904,0.0146426,0.0562037,0.68638,0.00332887,0.823693
0.664562,0.397742,0.867495,0.666326,0.980356,0.707184,0.616645,0.0146219,0.0569897,0.680667,0.00332887,0.852659
0.660425,0.39728,0.868554,0.663919,0.980451,0.692213,0.605823,0.0144373,0.0574772,0.676864,0.00332887,0.838221
0.659816,0.400759,0.856171,0.65718,0.98028,0.683471,0.599505,0.014563,0.057905,0.669155,0.00332887,0.867591
0.659694,0.405832,0.836281,0.646578,0.98023,0.649513,0.574959,0.0143499,0.0595963,0.655542,0.00332887,0.882015
0.659816,0.40491,0.875563,0.647958,0.980566,0.630164,0.560974,0.0139028,0.0599843,0.655148,0.00332887,0.881209
0.660303,0.400759,0.879309,0.663758,0.980891,0.67003,0.589789,0.014054,0.0567111,0.673691,0.00332887,0.809164
0.661398,0.402604,0.890396,0.671496,0.9812,0.677281,0.59503,0.0138869,0.055547,0.681707,0.00332887,0.77614
0.658356,0.400759,0.918591,0.671004,0.981273,0.674636,0.593119,0.0138726,0.0551093,0.680574,0.00332887,0.838221
0.651534,0.399837,0.917532,0.683813,0.981168,0.717295,0.623953,0.0141287,0.0542736,0.69799,0.00332887,0.80906
0.649952,0.40122,0.890396,0.679207,0.982743,0.601872,0.540524,0.0121578,0.0553182,0.68134,0.00332887,0.838117
0.651169,0.403526,0.901151,0.672382,0.982543,0.591143,0.53277,0.0122007,0.0564723,0.673888,0.00332887,0.852659
0.649335,0.398453,0.890072,0.666211,0.982411,0.579757,0.524539,0.012215,0.0573279,0.666813,0.00332887,0.836907
0.640185,0.399837,0.876946,0.666048,0.982308,0.589693,0.531721,0.0124314,0.0567111,0.667273,0.00332887,0.838221
0.641897,0.40491,0.868554,0.667338,0.982479,0.583583,0.527305,0.0122659,0.056532,0.66782,0.00332887,0.838221
0.639698,0.402143,0.856084,0.670524,0.982615,0.588632,0.530955,0.0122564,0.0556067,0.671021,0.00332887,0.823393
0.640794,0.400298,0.841828,0.673664,0.982725,0.588753,0.531042,0.0121275,0.0556266,0.674337,0.00332887,0.838937
0.638474,0.395897,0.842887,0.66879,0.982482,0.585289,0.528538,0.0122325,0.0567111,0.669664,0.00332887,0.838325
0.638352,0.392655,0.843535,0.673041,0.98245,0.600502,0.539534,0.0123614,0.056134,0.675354,0.00332887,0.84025
0.6375,0.393578,0.834163,0.673682,0.98271,0.589733,0.53175,0.012145,0.0556266,0.674462,0.00332887,0.852451
0.64446,0.393116,0.826182,0.664393,0.982682,0.558098,0.508884,0.0118667,0.0575766,0.662709,0.00332887,0.858148
0.644704,0.394039,0.820634,0.653951,0.982607,0.526959,0.486377,0.011636,0.0595466,0.649769,0.00332887,0.830703
0.648727,0.392655,0.823084,0.647367,0.982387,0.52046,0.48168,0.0117664,0.0603126,0.642683,0.00332887,0.881209
0.647024,0.390811,0.816075,0.64745,0.982863,0.497445,0.465044,0.0113178,0.0597057,0.6398,0.00332887,0.882015
0.635788,0.388043,0.862603,0.654106,0.983022,0.50761,0.472391,0.0112653,0.0588899,0.647329,0.00332887,0.864443
0.636154,0.388043,0.86122,0.654014,0.982929,0.518809,0.480486,0.0115183,0.0579746,0.647799,0.00332887,0.857432
0.648605,0.395436,0.815909,0.660068,0.982879,0.535862,0.492812,0.0116074,0.0577756,0.655881,0.00332887,0.86058
0.64824,0.395436,0.812977,0.652831,0.982836,0.514351,0.477264,0.0114467,0.059079,0.646869,0.00332887,0.873483
0.642627,0.391733,0.843211,0.655243,0.984701,0.408864,0.401017,0.00919416,0.0598251,0.638334,0.00332887,0.86495
0.6375,0.389427,0.858779,0.654542,0.98513,0.380974,0.380858,0.00863421,0.0602529,0.634832,0.00332887,0.86495
0.633833,0.384802,0.860572,0.656089,0.985123,0.38041,0.380451,0.00854831,0.0608499,0.636818,0.00332887,0.84198
0.633833,0.391272,0.855357,0.661942,0.985599,0.373992,0.375812,0.00823015,0.0594172,0.641244,0.00332887,0.867591
0.625754,0.386185,0.854211,0.653796,0.985465,0.363035,0.367892,0.00829537,0.0599744,0.631872,0.00332887,0.875421
0.624894,0.390349,0.848348,0.649707,0.985015,0.381995,0.381596,0.00885692,0.0596858,0.629453,0.00332887,0.838117
0.618275,0.390811,0.828545,0.653849,0.984996,0.390991,0.388099,0.00888396,0.059646,0.634772,0.00332887,0.865562
0.613618,0.382496,0.872386,0.654339,0.985455,0.36936,0.372463,0.00842741,0.0592182,0.632605,0.00332887,0.838117
0.615582,0.383418,0.854456,0.665514,0.985679,0.384882,0.383683,0.00835582,0.0580642,0.645222,0.00332887,0.833044
0.613983,0.383418,0.887622,0.668144,0.985263,0.418424,0.407927,0.00896032,0.0572583,0.651082,0.00332887,0.838117
0.613983,0.382035,0.878337,0.66193,0.985649,0.375013,0.376549,0.00826674,0.0588302,0.640922,0.00332887,0.8489
0.610057,0.373707,0.9036,0.666048,0.987286,0.2896,0.314812,0.006326,0.0592481,0.63615,0.00332887,0.823484
0.608329,0.37231,0.930326,0.661057,0.987143,0.286075,0.312265,0.00641349,0.0597157,0.630854,0.00332887,0.823393
0.604768,0.371849,0.900092,0.663874,0.987303,0.288136,0.313754,0.00638167,0.0587904,0.633382,0.00332887,0.819023
0.60231,0.369543,0.91362,0.660835,0.986729,0.315354,0.333428,0.00706889,0.0585914,0.633048,0.00332887,0.844321
0.603292,0.370927,0.901806,0.678344,0.986753,0.363707,0.368377,0.00751908,0.0556067,0.654562,0.00332887,0.789654
0.608946,0.376474,0.882082,0.703499,0.987214,0.402982,0.396766,0.00751112,0.0523534,0.682725,0.00332887,0.776036
0.609684,0.37741,0.880289,0.714857,0.987174,0.427488,0.414478,0.00761134,0.0520052,0.696978,0.00332887,0.763133
0.602675,0.376013,0.877191,0.718637,0.987203,0.433919,0.419127,0.00761452,0.0517863,0.701448,0.00332887,0.732346
0.60231,0.374629,0.883062,0.719697,0.987379,0.424641,0.412421,0.00740136,0.051846,0.701591,0.00332887,0.80002
0.603292,0.373246,0.881023,0.706933,0.987239,0.40078,0.395174,0.00732818,0.0533185,0.686795,0.00332887,0.759166
0.555334,0.375091,0.89765,0.701427,0.987123,0.385849,0.384382,0.00717865,0.0550794,0.680749,0.00332887,0.776751
0.558189,0.37231,0.894552,0.696952,0.987054,0.381673,0.381363,0.00724546,0.055159,0.675666,0.00332887,0.801646
0.57275,0.369069,0.900092,0.693325,0.987021,0.37281,0.374958,0.00717547,0.0558356,0.671409,0.00332887,0.823393
0.578567,0.371849,0.904248,0.693922,0.986983,0.380518,0.380529,0.007325,0.055169,0.672378,0.00332887,0.80906
0.589063,0.37231,0.898954,0.697278,0.986962,0.390508,0.387749,0.00741886,0.0547312,0.676657,0.00332887,0.783358
0.585356,0.37231,0.894473,0.691501,0.987203,0.364136,0.368688,0.00708321,0.0551093,0.668011,0.00332887,0.822678
0.577204,0.373707,0.865701,0.67931,0.987011,0.341256,0.35215,0.00699094,0.0570593,0.654168,0.00332887,0.838221
0.593996,0.370465,0.860896,0.667974,0.986894,0.315971,0.333874,0.00681914,0.0589695,0.640878,0.00332887,0.852555
0.603592,0.376935,0.846309,0.670328,0.987462,0.292386,0.316826,0.006256,0.0584223,0.640363,0.00332887,0.852451
0.602732,0.373707,0.837261,0.669796,0.987865,0.268109,0.299279,0.00575809,0.0586511,0.637305,0.00332887,0.844217
0.610844,0.376013,0.810045,0.672218,0.9883,0.252204,0.287782,0.00535244,0.0580642,0.637682,0.00332887,0.867591
0.606918,0.376935,0.794478,0.672525,0.98873,0.223731,0.267202,0.00471613,0.0589795,0.635521,0.00332887,0.85154
0.609254,0.370004,0.854946,0.672376,0.988878,0.215083,0.260951,0.00453479,0.0590491,0.634465,0.00332887,0.854883
0.609003,0.37231,0.841014,0.669748,0.988578,0.231075,0.272511,0.00497543,0.0584422,0.633037,0.00332887,0.838117
0.614284,0.374168,0.846309,0.667456,0.98852,0.230223,0.271894,0.00502952,0.0585218,0.630591,0.00332887,0.828778
0.608329,0.376013,0.834819,0.668304,0.988857,0.217332,0.262577,0.00473681,0.0579348,0.62965,0.00332887,0.815967
0.585299,0.375802,0.889337,0.669419,0.988247,0.250163,0.286307,0.00540017,0.0581537,0.63458,0.00332887,0.823393
0.583328,0.365366,0.882406,0.670376,0.988299,0.245987,0.283289,0.00526972,0.0586014,0.635445,0.00332887,0.841369
0.594547,0.36978,0.875729,0.680523,0.989812,0.18187,0.236945,0.0035851,0.0583129,0.638842,0.00332887,0.864339
0.593444,0.363521,0.846633,0.672396,0.990151,0.155196,0.217665,0.0032574,0.0579149,0.627106,0.00332887,0.828063
0.601751,0.370927,0.843132,0.680464,0.990149,0.161977,0.222566,0.00315241,0.0586014,0.636801,0.00332887,0.815667
0.603722,0.370004,0.85527,0.673055,0.990197,0.153692,0.216578,0.0032049,0.0579249,0.627637,0.00332887,0.838117
0.607656,0.366763,0.864318,0.669704,0.99008,0.15433,0.217039,0.00331785,0.0580542,0.624282,0.00332887,0.823393
0.601994,0.367685,0.849731,0.673931,0.98976,0.173968,0.231233,0.00360896,0.0585218,0.631204,0.00332887,0.850109
0.600396,0.367685,0.856985,0.677996,0.989663,0.18712,0.24074,0.00377599,0.0581736,0.63667,0.00332887,0.827452
0.597686,0.366302,0.854211,0.675371,0.989417,0.196184,0.247291,0.00405119,0.0582134,0.634941,0.00332887,0.829285
0.592146,0.368146,0.854535,0.678376,0.989578,0.197775,0.248441,0.00401301,0.0572981,0.637617,0.00332887,0.815459
0.581033,0.365827,0.866681,0.675435,0.989191,0.211458,0.258331,0.00438844,0.0577259,0.636342,0.00332887,0.80439
0.584245,0.365366,0.871896,0.676888,0.989139,0.218239,0.263232,0.00449343,0.0574374,0.638399,0.00332887,0.823484
0.587336,0.367685,0.862603,0.679324,0.989328,0.211505,0.258365,0.0042739,0.0574573,0.640232,0.00332887,0.823393
0.592268,0.362125,0.861141,0.677134,0.989459,0.20038,0.250324,0.00410051,0.0576164,0.636823,0.00332887,0.838117
0.582639,0.363521,0.878906,0.677659,0.989316,0.20755,0.255507,0.00423254,0.0578055,0.638295,0.00332887,0.80906
0.578437,0.360267,0.872955,0.675642,0.989212,0.211015,0.258011,0.00437253,0.0576662,0.636468,0.00332887,0.818204
0.580294,0.357486,0.884121,0.67653,0.989209,0.210679,0.257768,0.00433276,0.0579547,0.637562,0.00332887,0.838117
0.580173,0.361663,0.874425,0.677157,0.989149,0.217836,0.262941,0.00447593,0.0574772,0.638667,0.00332887,0.84025
0.579426,0.359344,0.864642,0.680376,0.989381,0.21317,0.259568,0.00428504,0.0570096,0.641195,0.00332887,0.813534
0.579305,0.356564,0.870182,0.679505,0.989496,0.204093,0.253007,0.00411323,0.0572583,0.639466,0.00332887,0.823393
0.576457,0.358883,0.87124,0.675927,0.989306,0.204952,0.253629,0.00422936,0.057895,0.63626,0.00332887,0.838117
0.574608,0.360267,0.870758,0.678458,0.989263,0.212351,0.258976,0.00431367,0.0576761,0.63957,0.00332887,0.813131
0.573367,0.356103,0.882003,0.678123,0.989269,0.215405,0.261184,0.00440116,0.0570792,0.639132,0.00332887,0.838221
0.575598,0.361663,0.893651,0.67909,0.989091,0.222858,0.266571,0.00451888,0.0576264,0.641354,0.00332887,0.79046
0.579548,0.357961,0.874014,0.680003,0.989234,0.223677,0.267163,0.00453001,0.056532,0.641616,0.00332887,0.76801
0.573367,0.356564,0.887867,0.67752,0.989149,0.219722,0.264305,0.00450933,0.0572682,0.639105,0.00332887,0.831211
0.574356,0.358422,0.881347,0.679699,0.989164,0.224201,0.267542,0.00454274,0.0569598,0.64166,0.00332887,0.80906
0.576709,0.355167,0.881189,0.677307,0.989016,0.22512,0.268206,0.00462546,0.0574971,0.639636,0.00332887,0.812104
0.570893,0.350068,0.87923,0.681254,0.989378,0.219595,0.264213,0.00441071,0.0562335,0.642268,0.00332887,0.823484
0.572134,0.347749,0.878171,0.678973,0.989187,0.222408,0.266246,0.00452842,0.0568703,0.640643,0.00332887,0.775125
0.572004,0.351465,0.869455,0.681956,0.989433,0.2118,0.258578,0.00420391,0.0571389,0.642798,0.00332887,0.823393
0.571136,0.352861,0.877436,0.674204,0.989635,0.186294,0.240143,0.00388575,0.0576861,0.632255,0.00332887,0.783658
0.572629,0.354245,0.866025,0.677316,0.989427,0.203791,0.252789,0.00417209,0.0573876,0.637228,0.00332887,0.80906
0.570771,0.351465,0.871896,0.677352,0.989484,0.202616,0.25194,0.00415141,0.057109,0.636938,0.00332887,0.819218
0.568784,0.348223,0.871572,0.676365,0.989352,0.208873,0.256463,0.00431844,0.0569996,0.636517,0.00332887,0.823484
0.566309,0.344507,0.871896,0.673395,0.989155,0.212169,0.258845,0.00447434,0.0574473,0.634082,0.00332887,0.783658
0.565815,0.348223,0.868064,0.67986,0.989467,0.205597,0.254095,0.00413232,0.0573379,0.640063,0.00332887,0.789758
0.566188,0.346826,0.85625,0.675045,0.989473,0.19658,0.247577,0.00408301,0.0576164,0.634219,0.00332887,0.829585
0.570146,0.342188,0.872062,0.676782,0.989478,0.202918,0.252158,0.00417845,0.0569797,0.636282,0.00332887,0.80906
0.570771,0.349145,0.864966,0.675167,0.98917,0.213203,0.259593,0.00443775,0.0575667,0.636134,0.00332887,0.820545
0.567794,0.351003,0.878495,0.673414,0.989006,0.222421,0.266256,0.00470023,0.0570891,0.634974,0.00332887,0.788938
0.563705,0.34543,0.875073,0.676796,0.98903,0.230565,0.272142,0.00478136,0.0564325,0.638941,0.00332887,0.783358
0.558871,0.349607,0.877436,0.683758,0.989162,0.236702,0.276577,0.00470023,0.0559848,0.646585,0.00332887,0.803974
0.56098,0.349607,0.866357,0.680542,0.989328,0.220864,0.26513,0.00445843,0.0562932,0.641704,0.00332887,0.805808
0.55986,0.350542,0.877602,0.679203,0.989162,0.227933,0.27024,0.00465091,0.0562932,0.641075,0.00332887,0.787924
0.552657,0.348223,0.87222,0.682458,0.989198,0.232626,0.273632,0.00465409,0.0560146,0.644801,0.00332887,0.778169
0.554766,0.344046,0.868064,0.681806,0.989119,0.23321,0.274054,0.00467796,0.0564325,0.644478,0.00332887,0.809164
0.559487,0.350068,0.862848,0.679184,0.989139,0.229008,0.271016,0.00467477,0.0563032,0.641179,0.00332887,0.783553
0.559236,0.344046,0.868064,0.677658,0.989216,0.220199,0.264649,0.00452683,0.0566812,0.638886,0.00332887,0.784971
0.565441,0.349145,0.853476,0.675662,0.989438,0.203703,0.252726,0.00423095,0.0569399,0.635165,0.00332887,0.804585
0.565936,0.348684,0.872631,0.677167,0.989384,0.207315,0.255337,0.0042564,0.0571687,0.637305,0.00332887,0.788223
0.562464,0.346365,0.870182,0.675699,0.98933,0.208087,0.255895,0.00432003,0.0571588,0.635844,0.00332887,0.767295
0.559739,0.349607,0.868064,0.675924,0.989132,0.216433,0.261927,0.00448229,0.0575468,0.637272,0.00332887,0.802556
0.562586,0.348223,0.874338,0.672878,0.988938,0.224738,0.26793,0.00476545,0.0571687,0.634722,0.00332887,0.776946
0.564947,0.349145,0.876053,0.675175,0.98906,0.22314,0.266775,0.00466364,0.0569399,0.636791,0.00332887,0.823484
0.568045,0.351465,0.868396,0.679279,0.989178,0.225939,0.268798,0.00460319,0.0564823,0.641069,0.00332887,0.778169
0.567299,0.349145,0.872789,0.675211,0.989132,0.215808,0.261476,0.00449343,0.0574871,0.636413,0.00332887,0.779079
0.566431,0.34543,0.888191,0.67546,0.98912,0.220656,0.264979,0.0046016,0.0569001,0.636785,0.00332887,0.80906
0.573488,0.350068,0.863583,0.673523,0.988988,0.221643,0.265693,0.00467477,0.0573876,0.635215,0.00332887,0.778572
0.571882,0.348684,0.881268,0.6757,0.989182,0.222099,0.266023,0.00463978,0.0562136,0.636708,0.00332887,0.805509
0.572255,0.347749,0.873279,0.679161,0.989123,0.226242,0.269017,0.00460478,0.0568603,0.64125,0.00332887,0.805002
0.572377,0.34543,0.867906,0.680187,0.989242,0.225563,0.268527,0.00457137,0.0562136,0.641786,0.00332887,0.808852
0.574113,0.350542,0.871003,0.676703,0.989396,0.204254,0.253124,0.00420072,0.0574374,0.63667,0.00332887,0.779079
0.575719,0.346365,0.869858,0.67823,0.989473,0.207591,0.255536,0.00424049,0.0566215,0.63806,0.00332887,0.770651
0.576092,0.34543,0.871896,0.674057,0.989109,0.215647,0.261359,0.00452683,0.0574374,0.635149,0.00332887,0.80906
0.575103,0.343111,0.880944,0.675712,0.988952,0.229927,0.271681,0.0047909,0.05692,0.638082,0.00332887,0.809164
0.57782,0.341253,0.879886,0.680686,0.989251,0.226806,0.269424,0.00458569,0.0560644,0.642339,0.00332887,0.807642
0.575963,0.344507,0.87222,0.683045,0.989294,0.227732,0.270094,0.00453001,0.0561042,0.644938,0.00332887,0.778169
0.576709,0.348223,0.873524,0.677115,0.989348,0.208161,0.255948,0.0042739,0.057318,0.637447,0.00332887,0.790369
0.575841,0.345891,0.865298,0.676971,0.98923,0.216701,0.262121,0.00446797,0.0569499,0.637972,0.00332887,0.80906
0.577447,0.341253,0.878171,0.673729,0.988955,0.227061,0.269609,0.00479408,0.0568802,0.635663,0.00332887,0.780198
0.575346,0.342188,0.87776,0.681327,0.989145,0.23221,0.273331,0.00467637,0.0562534,0.643739,0.00332887,0.776439
0.573488,0.341253,0.873121,0.686303,0.989296,0.233069,0.273952,0.00454433,0.0559948,0.648861,0.00332887,0.809164
0.565563,0.344507,0.867574,0.686206,0.989277,0.232311,0.273404,0.00452524,0.0562534,0.648861,0.00332887,0.790161
0.576336,0.345891,0.880289,0.67873,0.989574,0.204428,0.25325,0.00416255,0.0563927,0.638071,0.00332887,0.790369
0.578193,0.34543,0.876788,0.676657,0.98906,0.223966,0.267372,0.00462864,0.0571588,0.638591,0.00332887,0.788639
0.580911,0.344507,0.88371,0.684122,0.989146,0.240287,0.279169,0.00477181,0.0556465,0.647115,0.00332887,0.77969
0.573618,0.341714,0.88371,0.691726,0.989232,0.251479,0.287258,0.00478136,0.05497,0.655804,0.00332887,0.778377
0.573488,0.343111,0.878171,0.693423,0.989306,0.252909,0.288292,0.00476863,0.0545223,0.657413,0.00332887,0.750633
0.57473,0.34543,0.878827,0.695512,0.989262,0.257508,0.291616,0.00479567,0.0546715,0.660209,0.00332887,0.777362
0.578567,0.343111,0.876053,0.689422,0.989367,0.23693,0.276742,0.00453797,0.0555172,0.652204,0.00332887,0.785583
0.579061,0.344968,0.882327,0.68961,0.989255,0.243409,0.281425,0.00466841,0.0555172,0.653107,0.00332887,0.777258
0.580668,0.341714,0.875729,0.690558,0.989224,0.25307,0.288408,0.0048609,0.0545223,0.654436,0.00332887,0.760896
0.582274,0.345891,0.871896,0.697376,0.989356,0.258226,0.292135,0.00476386,0.054194,0.661883,0.00332887,0.808449
0.586346,0.343111,0.875073,0.693587,0.989445,0.246309,0.283522,0.00462864,0.0544029,0.656773,0.00332887,0.809372
0.597443,0.344968,0.893082,0.691091,0.989217,0.255876,0.290437,0.00490862,0.0542835,0.655126,0.00332887,0.791579
0.580789,0.341253,0.885828,0.695779,0.98953,0.24455,0.28225,0.00452524,0.0544427,0.658901,0.00332887,0.782539
0.577204,0.342188,0.881671,0.693223,0.989331,0.24784,0.284628,0.00465887,0.0550297,0.657019,0.00332887,0.759985
0.574608,0.342649,0.878827,0.691375,0.989266,0.248914,0.285405,0.00473841,0.0549998,0.655181,0.00332887,0.779183
0.577325,0.338933,0.880944,0.692059,0.989245,0.252989,0.28835,0.0048084,0.0547113,0.656133,0.00332887,0.789862
0.581284,0.343111,0.873279,0.691364,0.989327,0.246846,0.28391,0.00470023,0.0547909,0.654792,0.00332887,0.750126
0.570519,0.341253,0.87467,0.697608,0.989494,0.254017,0.289093,0.00467955,0.0537264,0.661325,0.00332887,0.77705
0.569903,0.342649,0.87923,0.68956,0.989287,0.242851,0.281023,0.00466205,0.0553381,0.652861,0.00332887,0.758958
0.567421,0.343572,0.875729,0.692344,0.989357,0.247652,0.284492,0.00469068,0.0546417,0.655793,0.00332887,0.778377
0.565563,0.343111,0.887132,0.693751,0.989377,0.246766,0.283852,0.00462228,0.0549302,0.65738,0.00332887,0.764759
0.567794,0.342188,0.879799,0.693195,0.989364,0.251579,0.287331,0.0047559,0.054184,0.656778,0.00332887,0.764551
0.570519,0.344046,0.886484,0.690136,0.989148,0.253855,0.288976,0.00488158,0.0549501,0.654393,0.00332887,0.776751
0.567672,0.343111,0.876788,0.698677,0.989374,0.259723,0.293218,0.0047559,0.0541044,0.663344,0.00332887,0.763536
0.564695,0.344507,0.885101,0.69436,0.989392,0.249626,0.285919,0.00467159,0.0545123,0.65802,0.00332887,0.806211
0.562221,0.340791,0.893406,0.693176,0.989278,0.253218,0.288515,0.00477977,0.0546516,0.657282,0.00332887,0.790057
0.563332,0.343572,0.888191,0.695176,0.989401,0.250935,0.286865,0.00467637,0.0544228,0.658956,0.00332887,0.808852
0.564825,0.348684,0.885828,0.694995,0.989309,0.255776,0.290364,0.00478136,0.0544228,0.659295,0.00332887,0.791579
0.561596,0.344507,0.878827,0.68978,0.989228,0.245799,0.283153,0.00471454,0.0554177,0.653473,0.00332887,0.838221
0.559114,0.347749,0.876788,0.687166,0.989248,0.243637,0.28159,0.00476068,0.0549899,0.650196,0.00332887,0.809164
0.560477,0.345891,0.882327,0.691212,0.989292,0.245248,0.282755,0.00466205,0.0552884,0.654819,0.00332887,0.762925
0.559114,0.342188,0.887867,0.687239,0.989217,0.243006,0.281134,0.00473681,0.055358,0.650464,0.00332887,0.762925
0.559982,0.345891,0.88665,0.694192,0.989337,0.251096,0.286982,0.00470341,0.0547113,0.658152,0.00332887,0.777362
0.559236,0.348223,0.869123,0.692739,0.989299,0.250827,0.286788,0.00474159,0.0547412,0.656625,0.00332887,0.780705
0.558124,0.344046,0.887867,0.691369,0.989205,0.251177,0.28704,0.00478295,0.055169,0.655542,0.00332887,0.779899
0.556753,0.342649,0.882651,0.700172,0.989523,0.259468,0.293033,0.00472409,0.0532488,0.664247,0.00332887,0.778468
0.551537,0.339856,0.907346,0.692411,0.987971,0.332971,0.346161,0.0064628,0.0534776,0.664345,0.00332887,0.749814
0.55402,0.343572,0.902454,0.712651,0.98779,0.379779,0.379995,0.00673801,0.0530598,0.690275,0.00332887,0.790161
0.553152,0.346826,0.863583,0.681317,0.988236,0.286854,0.312828,0.00583922,0.0554973,0.649173,0.00332887,0.80906
0.551789,0.350542,0.831642,0.668896,0.98805,0.264732,0.296838,0.00574377,0.0574175,0.635111,0.00332887,0.809164
0.553525,0.351926,0.848996,0.672102,0.98802,0.275481,0.304607,0.00587899,0.0567907,0.639209,0.00332887,0.809164
0.559487,0.351465,0.852828,0.656827,0.985984,0.362297,0.367358,0.00825401,0.0565022,0.632523,0.00332887,0.791384
